business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,hours,source
0x88fc0ce426427307:0xe03a4c1f865b86c7,Perfect Nails,"Perfect Nails, 1285 Ribaut Rd, Beaufort, SC 29902", Beaufort,South Carolina,29902,32.4015613,-80.684597,4.5,88,"[['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '9AM–6PM'], ['Sunday', 'Closed'], ['Monday', '10AM–7PM']]",G
0x87bafd5ee3369085:0xb5edd536939514de,Mani-Pedi Nail Spa,"Mani-Pedi Nail Spa, 7730 E 37th St N # 200, Wichita, KS 67226", Wichita,Kansas,67226,37.753033,-97.2466204,4.3,76,"[['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–7PM'], ['Sunday', '12–5PM'], ['Monday', '9AM–7PM']]",G
0x87bb13ed235f7467:0x53cb2edcab457c28,Da Vi Nails,"Da Vi Nails, 1701 S Kansas Rd, Newton, KS 67114", Newton,Kansas,67114,38.0228996,-97.3388824,4.0,64,"[['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', '12–5PM'], ['Monday', '10AM–7PM']]",G
0x88f9d4b3007110ef:0x1e05112ebda0cbd,Oh My Nails!,"Oh My Nails!, 4441 Washington Rd, Evans, GA 30809", Evans,Georgia,30809,33.5617866,-82.1696987,4.6,45,"[['Tuesday', '9:30AM–7:30PM'], ['Wednesday', '9:30AM–7:30PM'], ['Thursday', '9:30AM–7:30PM'], ['Friday', '9:30AM–7:30PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', 'Closed'], ['Monday', '9:30AM–5PM']]",G
0x8841aac949f4c561:0x242f274d13ff9ce5,Eric's Beauty Salon,"Eric's Beauty Salon, 202 Locust St, Milford, OH 45150", Milford,Ohio,45150,39.1749182,-84.2959545,4.9,9,"[['Tuesday', '9AM–4PM'], ['Wednesday', '9AM–4PM'], ['Thursday', '9AM–4PM'], ['Friday', '9AM–4PM'], ['Saturday', '9AM–2PM'], ['Sunday', 'Closed'], ['Monday', '9AM–4PM']]",G
0x885fdd17374cfbff:0x5176a97d411a34ed,K&T Nails,"K&T Nails, 1415 US-76, Chatsworth, GA 30705", Chatsworth,Georgia,30705,34.783162,-84.798653,4.2,48,"[['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', '12–6PM'], ['Monday', 'Closed']]",G
0x86434f2188cc3af5:0xa72b7d47d28bd8ea,Secrets Hair Nail & Facial,"Secrets Hair Nail & Facial, 505 E Davis St, Luling, TX 78648", Luling,Texas,78648,29.6819206,-97.6498823,4.8,18,,G
0x886ca7413a7996b7:0x4d9d37718aa54492,French Nails,"French Nails, 5021 Kentucky Ave # B, Indianapolis, IN 46221", Indianapolis,Indiana,46221,39.6909694,-86.2733564,4.0,98,"[['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', 'Closed'], ['Monday', '9:30AM–7PM']]",G
0x86fbd92f8ab27109:0x70a1d1be1ed7f747,Gala Nails and Spa,"Gala Nails and Spa, 4410 N Midkiff Rd # B3, Midland, TX 79705", Midland,Texas,79705,32.032225,-102.128142,4.0,98,"[['Tuesday', '9:30AM–8PM'], ['Wednesday', '9:30AM–8PM'], ['Thursday', '9:30AM–8PM'], ['Friday', '9:30AM–8PM'], ['Saturday', '9:30AM–8PM'], ['Sunday', '12–6PM'], ['Monday', '9:30AM–8PM']]",G
0x88404523120ba79d:0xe996019d86725c7c,Envi Nails & Spa,"Envi Nails & Spa, 4889 Princeton Rd, Liberty Township, OH 45011", Liberty Township,Ohio,45011,39.387502,-84.45563279999999,4.1,95,"[['Tuesday', 'Closed'], ['Wednesday', '10AM–7:30PM'], ['Thursday', '10AM–7:30PM'], ['Friday', '10AM–7:30PM'], ['Saturday', '10AM–7:30PM'], ['Sunday', '12–6PM'], ['Monday', '10AM–7:30PM']]",G
0x88542bc4bf412b4b:0x16efc8fd017d066b,Studio U Salon & Spa,"Studio U Salon & Spa, 3909 Providence Rd S, Waxhaw, NC 28173", Waxhaw,North Carolina,28173,34.9375563,-80.75046429999999,4.6,34,"[['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', '9AM–4PM'], ['Sunday', 'Closed'], ['Monday', 'Closed']]",G
0x89b8f1310211109b:0x9d891f1b7cedfc74,Tammy's Nails,"Tammy's Nails, 320 E Stein Hwy, Seaford, DE 19973", Seaford,Delaware,19973,38.6472904,-75.6148912,3.7,28,"[['Tuesday', '9:30AM–6PM'], ['Wednesday', '9:30AM–6PM'], ['Thursday', '9:30AM–6PM'], ['Friday', '9:30AM–6PM'], ['Saturday', '9:30AM–6PM'], ['Sunday', 'Closed'], ['Monday', '9:30AM–6PM']]",G
0x864f2c1754b1a183:0x449815a91c7985a0,Solar Nail & SPA,"Solar Nail & SPA, 1902 W 7th Ave, Corsicana, TX 75110", Corsicana,Texas,75110,32.082953,-96.4823075,4.3,102,"[['Tuesday', '9:30AM–7:30PM'], ['Wednesday', '9:30AM–7:30PM'], ['Thursday', '9:30AM–7:30PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–7PM'], ['Sunday', 'Closed'], ['Monday', '9:30AM–7:30PM']]",G
0x864f2c731ebad767:0x7d86725e311162d7,HAPPY NAILS,"HAPPY NAILS, 200 N 15th St #5, Corsicana, TX 75110", Corsicana,Texas,75110,32.0923004,-96.4704132,4.2,67,"[['Tuesday', '9:30AM–7:30PM'], ['Wednesday', '9:30AM–7:30PM'], ['Thursday', '9:30AM–7:30PM'], ['Friday', '9:30AM–7:30PM'], ['Saturday', '9:30AM–7:30PM'], ['Sunday', 'Closed'], ['Monday', '9:30AM–7:30PM']]",G
0x88d9b680d0d108f3:0x6d46703c125ff4d8,Rik Rak Salon,"Rik Rak Salon, 1428 Brickell Ave, Miami, FL 33131", Miami,Florida,33131,25.7595358,-80.1928159,4.4,146,"[['Tuesday', '9AM–8PM'], ['Wednesday', '9AM–8PM'], ['Thursday', '9AM–8PM'], ['Friday', '9AM–8PM'], ['Saturday', '9AM–8PM'], ['Sunday', '10AM–6PM'], ['Monday', '9AM–5PM']]",G
0x8640bf6ece4c78f9:0xf35c12112b8a425f,Glossed Glam Factory,"Glossed Glam Factory, 1701 Webster St ste a, Houston, TX 77003", Houston,Texas,77003,29.7444065,-95.3655359,4.7,98,"[['Tuesday', '9AM–7:30PM'], ['Wednesday', '9AM–7:30PM'], ['Thursday', '9AM–7:30PM'], ['Friday', '9AM–7:30PM'], ['Saturday', '9AM–7:30PM'], ['Sunday', '10:30AM–6PM'], ['Monday', 'Closed']]",G
0x872b626d7dc99bf9:0xf7ea9221b5343866,Anthem Nails & Spa,"Anthem Nails & Spa, 39508 W Daisy Mountain Dr Ste 154, Phoenix, AZ 85086", Phoenix,Arizona,85086,33.844051,-112.133089,4.0,88,"[['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', '10AM–5PM'], ['Monday', '9:30AM–7PM']]",G
0x872b634486bf519f:0xeb4cca161bd506cd,vip nail salon & spa,"vip nail salon & spa, 711 E Carefree Hwy, Phoenix, AZ 85085", Phoenix,Arizona,85085,33.7977104,-112.0636901,4.7,96,"[['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–6PM'], ['Sunday', '10AM–5PM'], ['Monday', '9AM–7PM']]",G
0x87cf031cff179c0f:0xdcb214ac4e19190f,Beautiful Spring Nail Spa,"Beautiful Spring Nail Spa, 210 W Pacific St, Branson, MO 65616", Branson,Missouri,65616,36.6430799,-93.2188839,4.5,37,"[['Tuesday', '9:30AM–6:30PM'], ['Wednesday', '9:30AM–6:30PM'], ['Thursday', '9:30AM–6:30PM'], ['Friday', '9:30AM–6:30PM'], ['Saturday', '9:30AM–5PM'], ['Sunday', 'Closed'], ['Monday', 'Closed']]",G
0x87b269a1c1e53405:0x5b2a2a4af0210b97,Royalty Nail and Spa,"Royalty Nail and Spa, 480 24th Ave NW Suit #168, Norman, OK 73069", Norman,Oklahoma,73069,35.2236329,-97.4785362,3.8,155,"[['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–6PM'], ['Sunday', '12–5:30PM'], ['Monday', '9:30AM–7PM']]",G
0x54ae559fc950146b:0xd19ced9d740b6162,M. Vince' Nail Spa,"M. Vince' Nail Spa, 3505 E Monarch Sky Ln STE 108, Meridian, ID 83646", Meridian,Idaho,83646,43.6209011,-116.3509808,4.4,215,"[['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', '12–6PM'], ['Monday', '10AM–8PM']]",G
0x54c0e0af739c77b5:0x15dca6a71b118cb8,Divinity Salon & Tanning,"Divinity Salon & Tanning, 5822 Main St, Springfield, OR 97478", Springfield,Oregon,97478,44.0460139,-122.9260112,4.8,38,"[['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–5PM'], ['Saturday', '8AM–4PM'], ['Sunday', 'Closed'], ['Monday', 'Closed']]",G
0x809bdfc940094043:0x5f75ab3d0a866b89,T & T Nails,"T & T Nails, 10770 Donner Pass Rd # 102, Truckee, CA 96161", Truckee,California,96161,39.3267021,-120.1978454,4.5,58,"[['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', '10AM–6PM'], ['Sunday', '10AM–5PM'], ['Monday', '10AM–6PM']]",G
0x89b1127465340c43:0x4de23c2db871381f,Le Nails,"Le Nails, 5701 Hull Street Rd suite e, Richmond, VA 23224", Richmond,Virginia,23224,37.4861825,-77.4962473,4.0,106,"[['Tuesday', 'Closed'], ['Wednesday', '10AM–7:30PM'], ['Thursday', '10AM–7:30PM'], ['Friday', '9AM–7:30PM'], ['Saturday', '9AM–7:30PM'], ['Sunday', '12–5PM'], ['Monday', '10AM–7:30PM']]",G
0x885422e86f2d2941:0x1f8f7efb063fc059,Arriya Nails,"Arriya Nails, 11300 Lawyers Rd, Mint Hill, NC 28227", Mint Hill,North Carolina,28227,35.1728729,-80.6568436,4.3,18,"[['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', 'Closed'], ['Monday', '9:30AM–7PM']]",G
0x864ea4277065a00b:0xb493ac1ac5cad435,Yen Nails,"Yen Nails, 3501 Gus Thomasson Rd # 15, Mesquite, TX 75150", Mesquite,Texas,75150,32.8123584,-96.6355836,3.9,76,"[['Tuesday', '9AM–7:30PM'], ['Wednesday', '9AM–7:30PM'], ['Thursday', '9AM–7:30PM'], ['Friday', '9AM–7:30PM'], ['Saturday', '9AM–7:30PM'], ['Sunday', 'Closed'], ['Monday', '9AM–7:30PM']]",G
0x86d5e1b2313ba265:0xb6a0838b5cb9a057,Elegance Nails & Spa,"Elegance Nails & Spa, 9190 N Coachline Blvd # 110, Tucson, AZ 85743", Tucson,Arizona,85743,32.373594,-111.126938,3.6,75,"[['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–7PM'], ['Sunday', '9AM–4PM'], ['Monday', '9AM–7PM']]",G
0x88d9ab9f4ec81db1:0x2892a8df7b0f383,Forever Beauty Nails Spa & Salon,"Forever Beauty Nails Spa & Salon, 2029 Harrison St Bay 6, Hollywood, FL 33020", Hollywood,Florida,33020,26.0107103,-80.1480045,3.9,60,"[['Tuesday', '11AM–7PM'], ['Wednesday', '11AM–7PM'], ['Thursday', '11AM–7PM'], ['Friday', '11AM–7PM'], ['Saturday', '11AM–7PM'], ['Sunday', 'Closed'], ['Monday', 'Closed']]",G
0x80c3335deb018649:0x3937064f9ded93f2,True Nails & Spa,"True Nails & Spa, 2505 S Euclid Ave, Ontario, CA 91762", Ontario,California,91762,34.0281164,-117.6496782,4.1,97,"[['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', 'Closed'], ['Monday', '9:30AM–7PM']]",G
0x865c687f0374f92f:0xf41d6ae2d501f712,Super Nails,"Super Nails, 11309 Bandera Rd # 103, San Antonio, TX 78250", San Antonio,Texas,78250,29.5480496,-98.6624817,3.7,28,,G
