user_id,compliment,count,compliment_id
-Ado4oBAUYl6UWYfytAQ8w,cool,1,COM162
-Ado4oBAUYl6UWYfytAQ8w,funny,5,COM163
-Ado4oBAUYl6UWYfytAQ8w,useful,3,COM164
-Ao8oeRXGx3dziFbHyU_UA,cool,2,COM166
-Ao8oeRXGx3dziFbHyU_UA,funny,1,COM167
-Ao8oeRXGx3dziFbHyU_UA,useful,3,COM168
-AuJEI3Z5c0gqYhe_Sy3Mw,cool,3,COM170
-AuJEI3Z5c0gqYhe_Sy3Mw,funny,5,COM171
-AuJEI3Z5c0gqYhe_Sy3Mw,useful,8,COM172
-BAweE8x3sOjTAWVDpIDhw,useful,1,COM180
-BwECzbIPG4T-83X9EnHAw,funny,3,COM187
-BwECzbIPG4T-83X9EnHAw,useful,15,COM188
-Cm-ZDWCJqWe5Qy0ab659w,funny,1,COM195
-Cm-ZDWCJqWe5Qy0ab659w,useful,1,COM196
-DALRlc5xB4M8QgAd_BJnA,useful,1,COM200
-DDNYPbAQWNfNg4acWNnDw,cool,1,COM202
-DDNYPbAQWNfNg4acWNnDw,useful,4,COM204
-DRa-_qyC7cWeK3-vYJ_8w,cool,2,COM206
-DRa-_qyC7cWeK3-vYJ_8w,funny,1,COM207
-DRa-_qyC7cWeK3-vYJ_8w,useful,8,COM208
-DcOiwaQHP9NJ3U690vUdQ,useful,3,COM212
-DvdgyVCL8kJKG02uOkK4Q,cool,10,COM214
-DvdgyVCL8kJKG02uOkK4Q,funny,16,COM215
-DvdgyVCL8kJKG02uOkK4Q,useful,52,COM216
-DxLO1mpm0xYXRHelKbvYw,cool,5,COM218
-DxLO1mpm0xYXRHelKbvYw,funny,4,COM219
-DxLO1mpm0xYXRHelKbvYw,useful,11,COM220
-FFgJuDZLmcZtrxDTRC7sg,useful,3,COM232
-FJKYy-20bvQ9aRlYeiSEA,useful,1,COM236
-GTl7bJUHFsVPfnRenwjng,cool,16,COM246
-GTl7bJUHFsVPfnRenwjng,funny,1,COM247
-GTl7bJUHFsVPfnRenwjng,useful,16,COM248
-GaEmb1YTm3Hf-k7UPxhbA,useful,1,COM252
-H_uylSFEFL-r7VFc6OBCA,useful,3,COM260
-I2SUdqwgY9O5rxmsD0kaw,cool,3,COM262
-I2SUdqwgY9O5rxmsD0kaw,useful,18,COM264
-ICAKod73SfEZ1PCpgMV5A,cool,2,COM266
-ICAKod73SfEZ1PCpgMV5A,funny,7,COM267
-ICAKod73SfEZ1PCpgMV5A,useful,37,COM268
-INWOucytRGd0ns3-vQeuw,cool,6,COM270
-INWOucytRGd0ns3-vQeuw,funny,7,COM271
-INWOucytRGd0ns3-vQeuw,useful,11,COM272
-JBA4yBlLM0pPpjqRRpNUA,cool,1,COM274
-JBA4yBlLM0pPpjqRRpNUA,funny,2,COM275
-JBA4yBlLM0pPpjqRRpNUA,useful,35,COM276
-J_Ej0_EJ3cTyFsqDaNL9g,compliment_profile,2,COM277
-J_Ej0_EJ3cTyFsqDaNL9g,cool,37,COM278
-J_Ej0_EJ3cTyFsqDaNL9g,funny,7,COM279
-J_Ej0_EJ3cTyFsqDaNL9g,useful,70,COM280
-KwHzuuEOw7_VdiJEwQLpg,cool,15,COM286
-KwHzuuEOw7_VdiJEwQLpg,funny,14,COM287
-KwHzuuEOw7_VdiJEwQLpg,useful,38,COM288
-LBWx5-3tutEdZFoIuoBMg,compliment_profile,2,COM289
-LBWx5-3tutEdZFoIuoBMg,cool,35,COM290
-LBWx5-3tutEdZFoIuoBMg,funny,3,COM291
-LBWx5-3tutEdZFoIuoBMg,useful,47,COM292
-M2ec7QjLK1NdrNjaN64og,cool,1,COM302
-M2ec7QjLK1NdrNjaN64og,funny,1,COM303
-M2ec7QjLK1NdrNjaN64og,useful,8,COM304
-MDA_WXpGyNwMVvhb1E6YA,compliment_profile,1,COM305
-MDA_WXpGyNwMVvhb1E6YA,cool,3,COM306
-MDA_WXpGyNwMVvhb1E6YA,funny,6,COM307
-MDA_WXpGyNwMVvhb1E6YA,useful,27,COM308
-MFnsVASqZRDKJgJeHf0UQ,cool,2,COM310
-MFnsVASqZRDKJgJeHf0UQ,useful,6,COM312
-NYWCzCKoejp6rA8cb-9dg,cool,4,COM318
-NYWCzCKoejp6rA8cb-9dg,funny,1,COM319
-NYWCzCKoejp6rA8cb-9dg,useful,10,COM320
-NuWbSrmu6AztM27O2Czkg,cool,3,COM322
-NuWbSrmu6AztM27O2Czkg,funny,6,COM323
-NuWbSrmu6AztM27O2Czkg,useful,14,COM324
-O369__BMLxDj-_A1X103A,cool,2,COM326
-O369__BMLxDj-_A1X103A,useful,1,COM328
-OMxVXALee0XMiBl4I9nww,cool,3,COM330
-OMxVXALee0XMiBl4I9nww,funny,3,COM331
-OMxVXALee0XMiBl4I9nww,useful,27,COM332
-OOq_cR-mpePWm5xX_1UYA,cool,73,COM334
-OOq_cR-mpePWm5xX_1UYA,funny,10,COM335
-OOq_cR-mpePWm5xX_1UYA,useful,111,COM336
-OgLKvgdLAQqQdR6bEHbQw,useful,4,COM340
-PSib8d_vzwUuSS_Kpqq7w,useful,2,COM348
-PbckwhpSTBX4zpVZ9AUTw,useful,2,COM356
-PdAbc1vBc7pqoutB0KYEA,cool,1,COM358
-PdAbc1vBc7pqoutB0KYEA,useful,2,COM360
-PlwLZ4HLTaToV__hkASdw,useful,1,COM364
-Q49ejP1g13kVmdniFwNhg,useful,3,COM368
-QB2HbdAz0o5CFX8CE3FMA,cool,1,COM370
-QB2HbdAz0o5CFX8CE3FMA,funny,1,COM371
-QB2HbdAz0o5CFX8CE3FMA,useful,1,COM372
-QUYINtUKIBaEAZ2-mT9dA,compliment_profile,1,COM373
-QUYINtUKIBaEAZ2-mT9dA,cool,209,COM374
-QUYINtUKIBaEAZ2-mT9dA,funny,68,COM375
-QUYINtUKIBaEAZ2-mT9dA,useful,321,COM376
-Qg9qSfImRcsztTZx0UbYg,cool,1,COM378
-Qg9qSfImRcsztTZx0UbYg,funny,1,COM379
-SKyv5HsQHSxExWYI2zoJQ,funny,1,COM387
-SKyv5HsQHSxExWYI2zoJQ,useful,7,COM388
-SUOMbE_JR4agpS3W3CPrg,cool,2,COM390
-SUOMbE_JR4agpS3W3CPrg,useful,1,COM392
-SXFHoNllwCwqWUWPnvW5w,cool,3,COM398
-SXFHoNllwCwqWUWPnvW5w,funny,1,COM399
-SXFHoNllwCwqWUWPnvW5w,useful,36,COM400
-SZw2QRYmpX2S_gz_9mf_Q,cool,1,COM402
-SZw2QRYmpX2S_gz_9mf_Q,funny,1,COM403
-SZw2QRYmpX2S_gz_9mf_Q,useful,3,COM404
-TVWCRnb9OW2gVtEdOJAQw,useful,8,COM408
-U8pDtdfn8IaY9plyFkjlg,cool,2,COM410
-U8pDtdfn8IaY9plyFkjlg,useful,3,COM412
-UINTY6U2JlC77Kae1qocg,funny,1,COM415
-UMe5DD3bghrv2oDgLg-cw,funny,3,COM419
-UMe5DD3bghrv2oDgLg-cw,useful,9,COM420
-UbCbGbN-ylcsvdu9Y-Qag,cool,1,COM422
-UhIgGRol4LzlGowNRVfug,cool,8,COM426
-UhIgGRol4LzlGowNRVfug,funny,2,COM427
-UhIgGRol4LzlGowNRVfug,useful,29,COM428
-VEtbIa3yjvCeQtFknf5dA,cool,120,COM430
-VEtbIa3yjvCeQtFknf5dA,funny,140,COM431
-VEtbIa3yjvCeQtFknf5dA,useful,645,COM432
-VfsJVXjvvQtV_2hf3j58g,useful,2,COM436
-VjcySeGUCMyf2V5aC8o1Q,useful,5,COM440
-W4qCERCdHW9yzg8fB3dyQ,cool,1,COM442
-W4qCERCdHW9yzg8fB3dyQ,funny,1,COM443
-W4qCERCdHW9yzg8fB3dyQ,useful,5,COM444
-WHG65cj9F5gJWkGILU45w,compliment_profile,2,COM445
-WHG65cj9F5gJWkGILU45w,cool,52,COM446
-WHG65cj9F5gJWkGILU45w,funny,11,COM447
-WHG65cj9F5gJWkGILU45w,useful,97,COM448
-Wtd1nuy8QYDOAgnbhphng,useful,10,COM452
-Y0RShsiPvMiZTxacmmtIg,compliment_profile,1,COM457
-Y0RShsiPvMiZTxacmmtIg,cool,2,COM458
-Y0RShsiPvMiZTxacmmtIg,funny,5,COM459
-Y0RShsiPvMiZTxacmmtIg,useful,35,COM460
-YHffvIhF8z1GT_f4SZMow,useful,1,COM464
-YI314cxoNzUXMCil5QoHg,funny,1,COM467
-YI314cxoNzUXMCil5QoHg,useful,1,COM468
-YMIj-k3aswIS2forwFZ8A,cool,2,COM470
-YMIj-k3aswIS2forwFZ8A,funny,8,COM471
-YMIj-k3aswIS2forwFZ8A,useful,29,COM472
-YZ7F8thVLrN19Dg0NxSVw,useful,1,COM476
-YgTaRHPf2W52A5Vtd0cuQ,cool,47,COM478
-YgTaRHPf2W52A5Vtd0cuQ,funny,2,COM479
-YgTaRHPf2W52A5Vtd0cuQ,useful,62,COM480
-Yo84KGu8IEJC5JwgWBXqQ,cool,3,COM482
-Yo84KGu8IEJC5JwgWBXqQ,funny,2,COM483
-Yo84KGu8IEJC5JwgWBXqQ,useful,35,COM484
-YsUH-OxPxOeMTrriUkfMQ,funny,2,COM487
-YsUH-OxPxOeMTrriUkfMQ,useful,3,COM488
-Z7CI7cvz5oRf6Qjy_cleQ,cool,5,COM494
-Z7CI7cvz5oRf6Qjy_cleQ,funny,7,COM495
-Z7CI7cvz5oRf6Qjy_cleQ,useful,17,COM496
-ZPu83PWIGvu86qjXuwR_w,cool,1,COM498
-ZPu83PWIGvu86qjXuwR_w,useful,4,COM500
-_C_VjQc24-YCUNFRxrX2Q,cool,3,COM506
-_C_VjQc24-YCUNFRxrX2Q,funny,2,COM507
-_C_VjQc24-YCUNFRxrX2Q,useful,10,COM508
-_M7qWHYu8Rd67mFpfWOJQ,useful,1,COM512
-_i3KXni4vhPxY-MvXy0fg,cool,2,COM514
-_i3KXni4vhPxY-MvXy0fg,useful,3,COM516
-_oc7og-5i5vkVRIJCIrag,cool,8,COM518
-_oc7og-5i5vkVRIJCIrag,funny,6,COM519
-_oc7og-5i5vkVRIJCIrag,useful,12,COM520
-algXep8sGOckWU540bxJQ,cool,2,COM526
-algXep8sGOckWU540bxJQ,useful,15,COM528
-arFUdzBRXIYPTb1XT8uQw,cool,1,COM530
-arFUdzBRXIYPTb1XT8uQw,useful,5,COM532
-bLOV8PEvRuudvYikFpxLA,useful,1,COM536
-bp3Q760Igvw_lDUOjCjOg,cool,30,COM538
-bp3Q760Igvw_lDUOjCjOg,funny,1,COM539
-bp3Q760Igvw_lDUOjCjOg,useful,40,COM540
-c1YUCahQO1ktWxuUFjnqg,funny,4,COM543
-c1YUCahQO1ktWxuUFjnqg,useful,4,COM544
-c3ko4RqrnmGGZe6Q1fKRg,cool,7,COM546
-c3ko4RqrnmGGZe6Q1fKRg,funny,5,COM547
-c3ko4RqrnmGGZe6Q1fKRg,useful,20,COM548
-cI8OZgHevdVYBLswS9EGQ,cool,1,COM550
-cI8OZgHevdVYBLswS9EGQ,useful,1,COM552
-cu7dZgrH95-VYcKzZSPMg,cool,61,COM558
-cu7dZgrH95-VYcKzZSPMg,funny,32,COM559
-cu7dZgrH95-VYcKzZSPMg,useful,119,COM560
-dN3ww2WYLkwAbZtJHcLHQ,cool,46,COM562
-dN3ww2WYLkwAbZtJHcLHQ,funny,30,COM563
-dN3ww2WYLkwAbZtJHcLHQ,useful,122,COM564
-dO4ZGOwrFbvNveD9sjs4g,cool,3,COM566
-dO4ZGOwrFbvNveD9sjs4g,funny,2,COM567
-dO4ZGOwrFbvNveD9sjs4g,useful,10,COM568
-delfbMaca8j-Gr1T5ciXQ,compliment_profile,1,COM569
-delfbMaca8j-Gr1T5ciXQ,cool,7,COM570
-delfbMaca8j-Gr1T5ciXQ,funny,2,COM571
-delfbMaca8j-Gr1T5ciXQ,useful,32,COM572
-e1ktWI8Th00zfM9-65MNg,cool,2,COM578
-e1ktWI8Th00zfM9-65MNg,funny,1,COM579
-e1ktWI8Th00zfM9-65MNg,useful,2,COM580
-edCK286LtF-zGlSa6zwgg,cool,1,COM582
-edCK286LtF-zGlSa6zwgg,funny,1,COM583
-edCK286LtF-zGlSa6zwgg,useful,8,COM584
-g-avuo9JaEl-eNFWmG3zw,compliment_profile,1,COM585
-g-avuo9JaEl-eNFWmG3zw,cool,59,COM586
-g-avuo9JaEl-eNFWmG3zw,funny,10,COM587
-g-avuo9JaEl-eNFWmG3zw,useful,99,COM588
-gWicXKvj4ZW879L6KrKaQ,useful,2,COM592
-gl8HgLsNHExQqmtfQ8lgQ,cool,62,COM598
-gl8HgLsNHExQqmtfQ8lgQ,funny,38,COM599
-gl8HgLsNHExQqmtfQ8lgQ,useful,188,COM600
-heYk8dDQnpRcBcldXOYXA,useful,1,COM608
-jsgLnJTJ0jcj7U2n7IbFw,useful,2,COM612
-kF29JZv_h2b737v-93F_A,funny,3,COM615
-kF29JZv_h2b737v-93F_A,useful,39,COM616
-kLVfaJytOJY2-QdQoCcNQ,compliment_profile,30,COM617
-kLVfaJytOJY2-QdQoCcNQ,cool,32795,COM618
-kLVfaJytOJY2-QdQoCcNQ,funny,13800,COM619
-kLVfaJytOJY2-QdQoCcNQ,useful,51910,COM620
-knM4MzF-HaNZyiC7W3zXQ,cool,1,COM626
-knM4MzF-HaNZyiC7W3zXQ,useful,1,COM628
-kuFn-2ZcQNzQWhkn3TrrA,cool,12,COM630
-kuFn-2ZcQNzQWhkn3TrrA,funny,6,COM631
-kuFn-2ZcQNzQWhkn3TrrA,useful,29,COM632
-ky4zPkDudNOleocUjf-5g,cool,1,COM634
-ky4zPkDudNOleocUjf-5g,useful,4,COM636
-lH56TLLx_4wq9tu_6x6wA,useful,2,COM640
-lRHOryb0PPV4YfOfratfA,cool,2,COM642
-lRHOryb0PPV4YfOfratfA,useful,30,COM644
-lSHZhJPvq7kit5vj7wDGA,useful,1,COM648
-lSZseq1xBRAPes-QlGa8w,cool,1,COM650
-lSZseq1xBRAPes-QlGa8w,useful,1,COM652
-lYnsMZyLmiJGT-8QQxz_g,useful,1,COM656
-llVf8pWg83NTE6f8tANmw,cool,2,COM662
-llVf8pWg83NTE6f8tANmw,funny,6,COM663
-llVf8pWg83NTE6f8tANmw,useful,9,COM664
-mXX0-XMi_fQws2eKwTVRw,funny,1,COM667
-mggGf7DG5xR8NnfupfiBA,useful,2,COM672
-mnBHcOdsvomh7P5fgfwsw,useful,1,COM676
-nPRsS1260FFqRy_9ziuHw,cool,3,COM678
-nPRsS1260FFqRy_9ziuHw,useful,9,COM680
-oH-vNE8Z7zJ5ZBMgwvpXA,cool,1,COM690
-oH-vNE8Z7zJ5ZBMgwvpXA,funny,1,COM691
-oH-vNE8Z7zJ5ZBMgwvpXA,useful,2,COM692
-oceINg-h3ILu1p709cMcQ,useful,1,COM696
-pwvrcd7TGulm0tJeQzHRg,cool,65,COM698
-pwvrcd7TGulm0tJeQzHRg,funny,17,COM699
-pwvrcd7TGulm0tJeQzHRg,useful,203,COM700
-q-vmthisWJwWXGmyDk0Gw,useful,1,COM704
-rALfA6VPkLwBMo3kwKFKw,cool,2,COM706
-rALfA6VPkLwBMo3kwKFKw,funny,6,COM707
-rALfA6VPkLwBMo3kwKFKw,useful,34,COM708
-rPLMXZTVtAq0ol2EGuDLA,funny,1,COM711
-rYlFBvRGkiDXtmXVs43BQ,cool,4,COM714
-rYlFBvRGkiDXtmXVs43BQ,funny,2,COM715
-rYlFBvRGkiDXtmXVs43BQ,useful,14,COM716
-sYT0w7NOqp0pLDB5VDqPg,funny,10,COM723
-sYT0w7NOqp0pLDB5VDqPg,useful,7,COM724
-swu3pd5Kjg6yhcvlJJLsQ,useful,2,COM728
-tBJZffckiQC6zhPlwVpVQ,compliment_profile,2,COM729
-tBJZffckiQC6zhPlwVpVQ,cool,150,COM730
-tBJZffckiQC6zhPlwVpVQ,funny,147,COM731
-tBJZffckiQC6zhPlwVpVQ,useful,479,COM732
-tMKg4Ss8_2SOpRW1NWixA,useful,1,COM740
-tmgVv-WTgZqCoWo-yi7mQ,cool,4,COM742
-tmgVv-WTgZqCoWo-yi7mQ,useful,2,COM744
-u24m08oebaSNhIoCToy6w,cool,1,COM746
-u24m08oebaSNhIoCToy6w,funny,1,COM747
-u24m08oebaSNhIoCToy6w,useful,4,COM748
-uAtXY16lqrX7-t6GeiZGA,useful,6,COM752
-uJkfNtj7uE68fDvINkNPQ,cool,1,COM754
-uJkfNtj7uE68fDvINkNPQ,funny,2,COM755
-uJkfNtj7uE68fDvINkNPQ,useful,3,COM756
-u_dCqO4S0qR4SuflsenKA,useful,1,COM760
-u_jiHn321cEfhVxpJSSNw,cool,2,COM762
-u_jiHn321cEfhVxpJSSNw,funny,1,COM763
-u_jiHn321cEfhVxpJSSNw,useful,12,COM764
-v9z0SSvYSenW_PZ0TS6hg,cool,1,COM770
-v9z0SSvYSenW_PZ0TS6hg,funny,1,COM771
-v9z0SSvYSenW_PZ0TS6hg,useful,2,COM772
-vgYCCMY4MihAnQM6F9Mcg,cool,13,COM774
-vgYCCMY4MihAnQM6F9Mcg,funny,12,COM775
-vgYCCMY4MihAnQM6F9Mcg,useful,68,COM776
-x0U0dtkEcrf1i1myl7_XQ,cool,23,COM782
-x0U0dtkEcrf1i1myl7_XQ,funny,17,COM783
-x0U0dtkEcrf1i1myl7_XQ,useful,57,COM784
-xGqaNgMPXhloktmI3rA8w,useful,2,COM788
-yU5gwW8qTGcy2l_L4SFkA,useful,4,COM792
-z58C9MxJ_QZ3w2vZ165RQ,cool,2,COM798
-z58C9MxJ_QZ3w2vZ165RQ,funny,1,COM799
-z58C9MxJ_QZ3w2vZ165RQ,useful,6,COM800
-zVeWa1Fmg5-xV1Uf8IggQ,cool,4,COM802
-zVeWa1Fmg5-xV1Uf8IggQ,useful,14,COM804
-zx4_g6Teuu7J-9t1fdbcw,cool,7,COM806
-zx4_g6Teuu7J-9t1fdbcw,funny,1,COM807
-zx4_g6Teuu7J-9t1fdbcw,useful,8,COM808
0-Zz-r2n_1hWzWdwmAwIGA,cool,2,COM814
0-Zz-r2n_1hWzWdwmAwIGA,funny,1,COM815
0-Zz-r2n_1hWzWdwmAwIGA,useful,8,COM816
0071tYOZKPJ0yAIqw_gR3g,useful,5,COM820
00JUc2YKp3Vkj80I6hnvNw,cool,1,COM822
00JUc2YKp3Vkj80I6hnvNw,funny,5,COM823
00JUc2YKp3Vkj80I6hnvNw,useful,8,COM824
00dFMmEWfHBiCwLfnAk8gg,useful,1,COM832
00iSO-KD3KD1NtxCIVLYDA,cool,4,COM834
00iSO-KD3KD1NtxCIVLYDA,funny,4,COM835
00iSO-KD3KD1NtxCIVLYDA,useful,8,COM836
00yZjfQtLU6TBZIaoedgTg,useful,1,COM840
018s7puvSuD0prmtJqRdjg,useful,2,COM844
029nDskge0gV-LSw-MYWvw,cool,29,COM846
029nDskge0gV-LSw-MYWvw,funny,28,COM847
029nDskge0gV-LSw-MYWvw,useful,51,COM848
02Ri-aJ-j8gNtVbp8B5rXA,cool,2,COM850
02Ri-aJ-j8gNtVbp8B5rXA,funny,1,COM851
02Ri-aJ-j8gNtVbp8B5rXA,useful,13,COM852
02gP4fzvJyUO68gVpFO2BA,cool,1,COM854
02gP4fzvJyUO68gVpFO2BA,useful,2,COM856
02iuGkq7CxK4dUe2IzmtJQ,cool,1,COM858
02iuGkq7CxK4dUe2IzmtJQ,funny,1,COM859
02iuGkq7CxK4dUe2IzmtJQ,useful,8,COM860
02jAGcwIj9mxO-Rczw73_g,useful,2,COM864
02zJoL0eeEwQ2qmuC8PI4Q,cool,1,COM866
03OIkgpZK4FliZPcx6sbsQ,cool,1,COM870
03OIkgpZK4FliZPcx6sbsQ,useful,1,COM872
03giY5WRY1BTmK5VB86bwA,cool,1,COM874
03giY5WRY1BTmK5VB86bwA,funny,4,COM875
03giY5WRY1BTmK5VB86bwA,useful,8,COM876
05A2tgrh4BqP0AYPEj-O0A,cool,2,COM878
05A2tgrh4BqP0AYPEj-O0A,useful,4,COM880
06EqUxXTBeJkVjblcV2xNw,cool,3,COM886
06EqUxXTBeJkVjblcV2xNw,funny,4,COM887
06EqUxXTBeJkVjblcV2xNw,useful,19,COM888
06Zr_9c0ncvViE1r3TqAkA,useful,1,COM892
06_WbMlPsXIyz1OFDv8iIg,cool,72,COM894
06_WbMlPsXIyz1OFDv8iIg,funny,14,COM895
06_WbMlPsXIyz1OFDv8iIg,useful,194,COM896
06gLJtqpp_eH4rhsUOEqMg,cool,4,COM898
06gLJtqpp_eH4rhsUOEqMg,useful,10,COM900
08UsTePEJcUptBYMvxbZVA,useful,6,COM904
08aghuhoTvCwFd4miecxCQ,cool,1,COM906
08aghuhoTvCwFd4miecxCQ,funny,5,COM907
08aghuhoTvCwFd4miecxCQ,useful,25,COM908
08cPkainySfuvZNaZgokWA,useful,1,COM912
08ekNMtxvrWPqznefL7k3Q,cool,19,COM914
08ekNMtxvrWPqznefL7k3Q,funny,1,COM915
08ekNMtxvrWPqznefL7k3Q,useful,37,COM916
09Xv4A5f0UegCLZMt_SUrQ,cool,3,COM918
09Xv4A5f0UegCLZMt_SUrQ,funny,2,COM919
09Xv4A5f0UegCLZMt_SUrQ,useful,8,COM920
09aQTqJsGcG8SMBGxbP1_A,useful,1,COM924
0BBA0iINn5S4tJPIy-sGtg,cool,1,COM938
0BBA0iINn5S4tJPIy-sGtg,useful,6,COM940
0BmP_fJUZsurjp7tgqlg2g,useful,6,COM944
0BqQspZ-PLAdiMcLlxCFDg,compliment_profile,2,COM945
0BqQspZ-PLAdiMcLlxCFDg,cool,29,COM946
0BqQspZ-PLAdiMcLlxCFDg,funny,9,COM947
0BqQspZ-PLAdiMcLlxCFDg,useful,101,COM948
0Bz9k5UEuvMtN_ha-ZRvXQ,useful,1,COM952
0CL7ncIULe96NbkFCMi6cQ,compliment_profile,3,COM953
0CL7ncIULe96NbkFCMi6cQ,cool,240,COM954
0CL7ncIULe96NbkFCMi6cQ,funny,216,COM955
0CL7ncIULe96NbkFCMi6cQ,useful,579,COM956
0CLG1DAJRt5YtgYqemv4Bw,compliment_profile,1,COM957
0CLG1DAJRt5YtgYqemv4Bw,cool,41,COM958
0CLG1DAJRt5YtgYqemv4Bw,funny,18,COM959
0CLG1DAJRt5YtgYqemv4Bw,useful,83,COM960
0CNWLvJQ34f0nxmRBTE2tg,cool,3,COM962
0CNWLvJQ34f0nxmRBTE2tg,funny,1,COM963
0CNWLvJQ34f0nxmRBTE2tg,useful,7,COM964
0CUXm8qZQmATSbE-nPKKaA,cool,1,COM966
0CUXm8qZQmATSbE-nPKKaA,useful,1,COM968
0Co7KtiAShUwHbOm7RaBxA,funny,1,COM971
0Co7KtiAShUwHbOm7RaBxA,useful,2,COM972
0D_sXkm_kmNm5HKy3oCcpg,useful,5,COM976
0Dcp7fIonQpGqL75JxCVXg,funny,1,COM979
0Dcp7fIonQpGqL75JxCVXg,useful,1,COM980
0EHKzHvzaCnVA1v8VUwTQw,useful,2,COM988
0FWvLbMaFCX8Fi06hCo0EA,useful,1,COM992
0FX3slp8RNR8hFnYFIeAbw,useful,2,COM996
0FdL7EL6tA8OLExQ6YjTzg,useful,1,COM1000
0GNCyQ19VxQ2Ico6A0RdjQ,cool,54,COM1006
0GNCyQ19VxQ2Ico6A0RdjQ,funny,58,COM1007
0GNCyQ19VxQ2Ico6A0RdjQ,useful,96,COM1008
0GaqAunBzrkfMfHtYFpPow,cool,4,COM1014
0GaqAunBzrkfMfHtYFpPow,funny,3,COM1015
0GaqAunBzrkfMfHtYFpPow,useful,20,COM1016
0GwF0DZmBoBSJ0sd6DrdIA,cool,1,COM1018
0GwF0DZmBoBSJ0sd6DrdIA,funny,1,COM1019
0GwF0DZmBoBSJ0sd6DrdIA,useful,3,COM1020
