user_id,name,review_count,fans
---2PmXbF47D870stH1jqA,Susan,36,3
GKDBQxitZ14_rN4jPWT5jg,Katherine,87,8
DL1WS6qn0vFWCqtYi-TskQ,N,41,0
4lncxGkGCOHp1yEH38qAug,Elizabeth,39,3
MOLgSNgnkYktFbXrwchbdg,Natasha,268,34
6YxQ_Jt57rJ-37We2X2WlA,Cathy,22,2
9nep_HxlB-VrG6nvtSWK-A,Miranda,49,2
cdAY9c1zFbqV62svbao5Jw,Rusty,184,3
wn0rOmUIwdLidAEOJGpRiA,Makenna,45,1
PTX3ps_kEII6VnHPXz2qAg,Claire,412,102
ZbnY-PuChbmCpj5Egi0I4Q,Todd,91,0
-VEtbIa3yjvCeQtFknf5dA,Stephanie,81,2
l86sAQuWCbj9_4Yj9y5Vlg,Danielle,17,0
tYFN9-XWWSgRxM3Hep-Aag,Maria,30,0
2XBgqik3c0yC30zAztGhmQ,Andrea,325,25
J06FSIiBAYknk9N1J_hjRA,Tonii,85,1
aZwv23JkX2aECnWsN-ocBQ,Darnell,136,12
9MUXHC3CImxI1Uv3UtCoMw,Kim,91,6
OHVveKFuwDtqbO610mmXCw,Alejandra,19,1
IDwjyXR4zY1fICjuG-1idw,Natasha,301,36
6ogYJ0jztqMrxAhhslQnzg,Kristen,306,9
-kLVfaJytOJY2-QdQoCcNQ,Christina,1454,669
TPLXbNmevYbD7nd8ZLuFMg,Shayna,5,0
OhUj0ZasPiGoOZoDmElFSg,Kitty,91,0
Sk1utVLqifxGBYpQRJhALw,Kathy,329,4
sgwhAp5PT4ouEOaMOj6-WQ,Marie,7,0
RQX52u99jY64X1wRHtZTqw,Cara,156,13
VEWzJnleYqTOVglmDALEyA,Leslie,106,18
xyY1hxN31qKThaYeZWlD3w,Amy,217,19
RylA6VZUTRuMGBu4nHKbCw,Ben,1204,86
xhWWh0vawBgU7duKjs84pg,Nicole,90,2
wWLyGRoMqUYjViA8OpKQcA,Dana,28,0
ILH-vtALszvpCW8Q7JYZlw,Loni,57,3
nDl7vl-_ijTZ4rrH5dxWAQ,Carolyn,168,8
tDu_y53Js6fbbtCnJMkdiA,Precious,180,21
2i89rpEFc6_dqhdWmXtMaQ,Steve,89,0
2M5nrxf_CBlu-y0lKoqGhQ,Melissa,573,85
dLeQWcavoGKfof59f3Y6uQ,April,360,19
Strb-zv7UKWSSirBQZjeWg,Sarah,94,2
VigsAph76fP7pechJ743EA,Rachel,828,163
udmsyG7J4Hgl954xVL1hjQ,Marichris,49,0
aKPd81lLmPA6-igTD42x1A,Adriana,35,2
d4FyES3UTBcEQXRUQP6trw,Farrah,47,3
kqLtfxR4dLzfJoz4a2Ve4g,Joy,47,0
s0p28qNik-0--M5Nd40RVg,Carrie,527,39
opWrSIYGpcgIr7uXiW9r6A,Mary Jane,6,0
lVW0BD_ZkWVGDVwBurcyWg,Monica,114,10
77PSnX0dV4BD4DbJqCRosg,Jennifer,7,0
VKlMBA6qX6JTXVRR-tTjSg,Daniel,230,16
xZLxP_yI5V2XyUET83JLNw,Vicki,81,0
w-Dy7B6aZbBImMTVqyYJCA,Happiness,797,8
VPWhsz9ZfJQiOWpNMG8oaw,Kimberly,9,1
gEXyS6N4fVsHEbNmizcuLw,Jean,95,2
LHm2W7oK4fDbcsDH7YhOhQ,stefanie,46,2
CDqOUbrt3NFsxWx_WPjo1A,Monica,13,3
HH_iShiu5ZTaIsAM7C7_NA,Krystal,26,1
cFg-I0b9JZRMUPf6os2SxQ,Jess,43,6
Q8OzhVUYMODxFpnIBvkDyg,Cara,29,0
_Y2_n7j5qM69NKVbaL5ZnQ,Dawn,11,0
0xUnSqeKxI0V5RFZFAkULQ,Tom,25,0
ckUs1QoWKv1StWkKtio-HQ,Kelly,37,0
DCvtETlyx2hlGcyS0Lgdkw,Shannon,65,1
41ueo7hfnmXJgAfKtBlDBQ,Julie,46,1
u_InsIIzL4Z1eP-616c-hQ,Kimberly,66,1
v0076gGs0vRsh0Gk59TY3A,Yo,94,0
XDk2LP1PXSU0M28hVt8Fkw,Andrea,87,3
trcomiufpEqsUkvYJc-X8A,Jessica,21,0
VYjcStgOv7siVWdJBOPQug,Sheila,17,0
vUwUL5QAsyZaTQHHm6l38A,Elvis,29,1
TJ6INQRSe4y3sil8Wkj8oQ,Betty,28,0
D9kXZONm7sGwLkaCj7WGPw,Valentina,20,1
BQ1YuNsWbJlDoqp5pm7WHg,Jeremy,84,2
XLaO5xmki_wxeIO83E-2Xg,Brandie,188,28
fg9GZUigxE8dN3spJMKKyw,Robert,180,4
YruxywEszvlFSVHrYKncug,Terry,51,2
l64DLoZ3Ysiux1KbF9F3Mg,Stephanie,173,16
dtiS1JkXBiSHJPHsi3c7Rg,Maribel,112,4
Wjia69bHEb7xeWMlxWNPGA,Karen,892,100
8piQvZ-Bx3aIDeFq1w0_bw,Tracy,55,0
jvqdSM4jVTTR-vJJml3URw,Erika,50,2
JK4hzpYfQl57cMv-v8sGDA,Annie,290,20
qSslDLk5La0vWILBxE512w,Annmarie,83,1
BaiM8cGWk_C7-jhTh5QmIw,Ashley,15,0
FgMTfTsErY6PprVK0iL6lg,Debbie,14,0
sJckCtTnx21kWfXzC_VZSA,Casey,41,0
AREIIeOcekgd_v1-H74EtQ,Lisa,112,4
3fsJlgQljbrllPgWOHrfwQ,Edelyn,173,11
HrAB0lHXXTRz-ukPK2mUKA,J,41,0
ZQ-hVBie3ls9u951cJkgSQ,Mark,465,23
iHI_qXQ3CVHExqqQenwoxw,Katie,143,3
vHsj2nqruX1BtD0Rbo-OSA,Jeanna,87,1
G8Bf6SWXE7-nOoNCWCW0tg,Jackson,28,0
Pg0u61mVwqfrPHLP19sapQ,Adriana,14,0
cpXoRdM1viKUWsJXuheGeA,Stephanie,51,1
m81mX60ILuZiaPWcI1jqHg,Jade,47,3
R2ztwUadqjgqAGTIXvrZtQ,Jan,411,7
VdTTDbf9cPQtE69mKBBhdw,Jenny,3,1
O3Iu07lQPn2iZ9CVLDSUrw,Jenn,72,22
qSnXkWHdZXr8Jj8StbsFBw,Wendy Harding,107,3
8KZ63BL5yljr4-NmnrOPTg,Danielle,25,0
hN7lG3dfUX4-scNNS9XfCw,Katie,29,1
-4vkTh2rImD8c0-30h2uvw,Denise,224,8
yFpvshJGSCyPMSNb46Iz-Q,Julia,6,0
2idS8cD2zvsLnV5A9IImGg,Pam,12,1
Id615kNOQxerWg0kU9cmfQ,Caity,131,21
oufZPRPndvU4ePuKxA2qmA,Lori,165,2
6QGt0MHFQKnDyAqCH-dKyg,Jennifer,9,0
c56oZZbK3bt8vFA8lz4wfQ,Lani,671,119
Dr_8XKry-YFPX5gKwflS7w,Shannon,81,4
wSu3oyNb9zMXriReblLyHg,Maddie,6,0
xlgDHPeUl4i_mLy3BY3QFw,Michael,91,5
T4xIqOpOk7SptTefXExZIw,Karla,134,6
73Je827FOLcpxjgXcF2B7Q,Melissa,95,1
x8HIzvfbDIL9XQMpgxFSHg,Erin,17,0
8HV62WzuOGfmfsB0o6C8dw,Sara Kate,76,2
c34edcT8O-_plxp7U_2w2A,Mandy,24,0
AwGP1zmqNZVnRmYFliCq6Q,Vanessa,387,42
bwe1-cCWErkTH00Fhn96jw,Allie,38,1
1pR5fCGVpPydBbu94KGi_Q,Malinda,346,19
wiZe1lfCtiqTGCeBpsXOLQ,Alissa,18,0
bwGMxPE_-aiWg3qEeQ49oA,Molly,31,0
bAmK1OzZpDkKeN_az63sMw,Ashley,1110,58
w4RT7Bxnjg-5Krf14zvdcQ,Tori,6,0
JU1bmLmcD9hz-xA4cO1pnQ,Perry,114,1
6CPKfz3hlZIr0Xmpj6-9ng,Bailey,27,1
NNWorKN5kn8hHRVleP8Vdg,Ivy,66,1
xWEKLTw0NWgHS67oCyVp8g,Caitie,298,52
QSIoCtJ1emofP1My3BfmHA,Jisoo,603,71
jDVTMvaSWWhkaxbL-KslgQ,Jonathan,1134,40
gm0p-Xqrm8mhauFBMHjPIQ,Liz,17,0
k4eDclkPAUAxCMjR0A8Qvw,Lesley,35,2
AbZyxCAK6mWlfTj4Pa6exw,Amanda,142,26
CjPAo8v2K6GrRypugNssMQ,Ticie,124,146
j4aYjO-yBhfLREf_uA6mCg,Erica,23,0
RAKDzlwZFEQJUwsKSAfZqg,Savannah,18,0
ohyePsouWr3u4W1W70Yrfw,Allison,120,5
84Kz7MIoEqqv9pw9TTF7KA,Jonathan,60,1
2b2J7kW1nTVTtiZtizw-tw,Lauren,874,49
6VQZtC97AE3xImIJIJvakA,Dorene,374,30
99DjTl5q0bNpitKc31zRhg,Kara,10,0
TQOK8lzUs0JiSfiANhnDBw,Kristen,43,0
uKoKpRMHF91xXXLK1OTspQ,Lora,215,21
bqoUv4fz0vK-EvTUDxikTw,Megan,15,0
hLxIRMn_UtDGVG_8Z9qkEQ,Joel,531,54
g34LsuGf9gj9h5wqhye-Jw,Lindsay,25,0
Ttl7boWCLyAWFSg709yU1w,Emma,24,1
adkFEPkxFQf_CpszEGJCbw,Tavia,3,1
JnSlKs__M6IL_r_yet1_9g,Raina,100,3
yeaQgTbOVemDghf9XjLPHg,Amanda,5,0
jWdnzFRRm6zeLyn1la1jOw,Selmy,605,36
urGnh8Eockw-wJ1PgzgY-g,Erica,180,7
94rZtpEL2VJkDx2P6DTqNQ,Jasmine,7,0
yPvqeQfXNEuFKaM1anmE6Q,Clare,53,9
UuUO4-1U8m3CgQ7yImxGIQ,Jane,64,0
uDMOukchXcHYNTx5nBm0GQ,Melissa,148,9
4LGxFnXBSv41AIth_P1Diw,Allison,146,7
z4eQjwh22fXmxM2FFjOSrw,Tom,171,8
RFW1YjwDR0wdGdRKvl11Ig,Zujey,67,2
cJLcKzuVnpPwZfPcl2MCgw,Elena,146,2
P83d-xqlNAoOb4NakLTihA,Shane,25,2
9_n0XpmGuQ62RB--77ppPA,Cidny,11,0
qeqvmybbKy09owDcq7bRIA,Selly,31,0
lxusNMk_tvxRtZcQ8IaORw,Justine,123,2
g3KdhiMJvLSoOIY6zApyow,Rachel,40,0
KyF8TsD-5g1IHKwQRNW_DQ,Briana,198,11
rCsRmePT0JcI0-1ssVbTAQ,Mailoha,633,124
_EIuMqvlS_HRUKk5CKzM-A,Jennifer,272,32
VbUHCOtm94rmoPIoXA0yMg,Savanna,105,1
_htX81yTgWIWXZJVTGY0_A,Melissa,42,3
ykoPY7z9NxKbnvDcIYJmyg,Cristina,52,0
FzR7yewGp7glqz8knVPYSw,Matthew,442,18
wEAtr0zq18zocjc37kJVbw,Amanda,37,0
0XQSjgegXqQH4DQxtyYKuw,Leori,68,2
iPBtgXc4wRv8Ot9ajIICHA,Kris,482,28
zH6vpD4JxPsUaF1qtnJSfQ,Kristy,33,1
8aKrJA9ZcS1KpIvERE1ZUw,Ana,12,0
I30jR5s0NnwbtqnAw3XchA,Kathy,11,0
Qv7Rf3DEl2hGMq0CHFl5sw,Christen,18,4
rUQ0uTP4lbqbEl7PGhCugA,Mel,491,92
1qNNag3F2BT2mieQ_pHPew,Alissa,98,7
s8M8IbqGFk5wHmxRQp24PQ,Jona,239,14
e67fm29pOiQUcPSltCAHVA,Jude,664,97
Ys0VIc231Zw9JYFTZMyc_Q,Anna,17,3
pLE9PzQ-3BNFbGjrMSxo2Q,Jonathan,330,21
dzJZCVORbdsa4LlH-Yb3nQ,Savitre,178,14
m8k182XyjiYv7fLaKmdFcw,Sarah,45,2
OUS4LDOuNudHuY57QdGGGw,Valerie,101,2
ULXFLuCi7zZNzBr0astCuA,Andrea,133,8
WZK9_7lPTa2QuXknWeLrcg,Reena,74,11
Skq8ZF-djttrZlzqmyGRWQ,Julia,15,1
tt8Jy4Ezplxa4QiOixtVdg,Chandler,27,0
U_H196LGcDRr0smb0fppXw,Avani,66,4
jV1DaJijBWkMesQ9zq7Y3A,Katy,180,6
flTPW3w_WZJ5g5nrE_zz8g,Aazia,20,4
tbjpIAIk7He2pmacli0clg,Sasha,11,0
JTyaQVfKra8XZ6Qm9KxZnQ,Britt,4,0
-NYWCzCKoejp6rA8cb-9dg,Lauren,66,4
pPe6Hb9Ege4OS-SrrV8c4w,Rachael,5,0
Z5OahfTMdKjvFPhwy9jrVw,Marion,5,0
Wn5C_7uaDaCrtot68L6aVA,Angela,50,2
wRTTQ1Zl6NQhP4NSgIP0sA,Tiffany,102,2
7VV3iwZ-F4CizW6DWcxpHw,Lindsay,33,4
jA361RXJAtyncIwSD-oOFw,Taylor,12,0
3h9jdNCbLqq3ZthYGeml2g,Isabella,104,4
2cvyHQTZbN3sjriT9_Nn6g,Taylor,28,5
M7IxJX-i_Q_kbX3oHtenNg,Wyatt,9,0
7RgijxLgn_SG7HiKo-4B3g,Tennissia,173,5
Yne5lL6wC3xz77E-uOf9HQ,Cori,204,7
FLZlTewW2DsCD6vV3F7aOA,Lea,10,3
6zPrywDH9KRMfH-cm5SRyw,Tina,62,0
9mMSBMqGK50tHJsPM1SdzQ,Terri,12,0
vnG0EnQOPb9GRvPhf2ooig,Cindy,38,0
jPylGSmZoCZz4lVkNZ1eCA,Ashley,123,11
oH_eOWjjKnlYV2FHeUJWIQ,Jessica,79,1
i5pehlWJ3Deny-OtJKTClQ,Erin,26,0
P5hp_o83R5Uzey4xkpCmRw,Dawn,243,60
Vexm4pRpdkALM6lUiyX0pg,Ericka,101,9
rFuudtlaKfpzP8kQTSrOuQ,Carolyn,62,2
A7jo33YW7iIlK7jpZ3p7NA,Debbie,10,0
GqFPPExKH56k4Kb7-yRQ7g,Julia,19,0
GDvWN1WkLsRDGA6hR1Orzg,Sarah,27,0
1HQ3yuhqVJPqjCz1P6fDeA,Amy,824,133
O5lpbUtY-vRedpf-KzMF8w,Jessica,86,5
1BITk6O4o8HuyYLAqRNfwQ,Whitney,74,7
3KSZIUQjmcwn3IqmZEABdQ,Linda,182,2
ntHISxjpPFZ6b-xDQBRMKQ,Mila,52,3
Pp8Elxa2TanXefs37j-2eA,Maura,40,3
4jKdEh5DlEPY3ssJXnNdNA,Ariel,22,0
UKLJgUc81pO4coJm-mxkgA,Silvia,16,0
GTHk6HydBPImZkaxF8RLxQ,Marissa,31,4
BhVYeXN3H3rvmpIb9dvBMg,Shassie,62,2
c-j3TV1F8rI6bQUD6nqGPQ,Diana,235,53
NC05GXoYnBHCiOzgh_7YQw,Ana Maria,13,1
tuoDDqTDCB-lDgelvMrp5Q,Lara,689,85
W1tLvceQ3fy7ckQyjliLbQ,Aubrey,795,50
x0pMWhtpAk3MrzYRZxKIgw,Monicka,16,1
4gMd6vOxzm9mdgtKidSnlw,Deidre,72,6
93jl4pbbNCJFXFL6pyhmaQ,Sheila,228,8
3BnR8MxCVR0QfLQ7jCsZwA,Cindy,43,0
TyE2OCCfTA1MYNI06pXcnQ,Catherine,81,3
JRnJvyx_FpvWMWWKic8arg,Vivian,365,41
iHrjJt8sHD98eIsVsGEuBw,Corey,5,0
How400tgmS48fbXKdDCO9w,Jenna,415,16
yGlX267e1cfThMwyDtmYEw,Angela,159,13
HUK1VT0ylqxLHglWdVUd5w,Brooke,19,0
G0XWFLJw0HdDxtblFHLxUw,Jessica,17,1
t9rCx0ni7oabGhx2Bw-kZw,Michaelle,109,7
uaYajVEqrZNFQUonfmukAQ,Toni,326,54
-6Fk7QmNWJDaDKwwcgS8PQ,Katherine,124,16
wz1JlV4zonKlSmmiqNvVbA,Valerie,19,1
F-OwSluUWMn0vMp3bPWMnQ,Deanna,368,58
so2l5E4i7ImWcdAbDxuWaQ,Megan,6,0
p6_zqwSwDvk5qvuZpePitQ,Dolores,107,2
4OH4UQesARr8Yp-G30CMJg,Katerra,99,1
mdAc6jF_x0CXFomyl0USHg,Andrea,75,4
vUew2ZG7Zr63NmDfz96_2A,Allison,133,8
q5pzqp1bANoYKle_X1Nung,Alison,14,1
Rw8Pc0gbwoE_1uXCpsvaTg,Alexa,107,10
T428Ygp2FBrEcRH4UMEtyA,Samie,7,0
o4IBlzip_-KRhRtKQqE-zQ,Christina,92,8
5MYa3BbBU359oqcEYwY94w,Lisa,236,34
t-wATdhxCuVWH8lUn-hAYg,Victoria,55,11
yv7vJeGmcQ5d6nNL7OM1pg,Vanessa,5,0
K_mA9pGxEz2PXNSoV4ndcQ,Alyssa,13,0
Lb08mBi4LL9Lk8i40G_IIQ,Cassandra,43,2
P02YcDQmeMg2pVR-G2YFkA,Jennifer,16,0
PD8b5cJwQaEUdRKdRCP4fQ,Robin,52,2
I8X_8iXCU-njOyxCKau_Kg,Katie,18,0
z1-wLzYSLC7F7QnkeAQoOw,Ally,325,55
x9eMLPCzldJIgte-HnBCVQ,Brandy,117,13
Q_ZhuPVZKqobFjLchNfRNQ,Matthew,20,1
Tz9B1_vO_-ccFWMAJGVkkg,Anggie,46,2
ib3G5cJBo8Zs7duc_QEG6w,Christine,14,2
ETJZm6PJVc9ANZbT8Gp2uw,Joanne,97,8
oLjseICFHuisZmxrm6bqxA,Cassandra,734,42
UwNRwZ55zIScGZK2h_GAbw,Jen,83,5
vQ1OOx4NELx9LUB7JWG2HA,Dayla,35,6
5RWMKWb_AsAaLGrddyB5ww,Cara,37,0
YnsRkmfRripjhYHlDSPvbw,Paige,40,6
FkWIPgF2uwXhrdBibdwSgQ,Karlie,129,16
V_bMYtA_I6_bq8wC_jyK7w,Leena,69,3
SKwMaFXP4Umiihb7bd4xlg,Kristen,236,59
AWWU9FXm0bJwH5agt_zccw,Angelina,24,0
yy1AvThp_6TINmk2qD9PKw,Rebecca,366,12
2YvRhozKCvBEMF9fSZkqUQ,Ornella,113,14
GoOA44n-V6MUJo5EmTmuyg,Melinda,7,0
3T9qwd-SyIfPryVnd9SaJw,Elizabeth,19,1
1V8aZ5O-qIRW6L49SaEhvA,Michelle,20,1
dJ56dBlxOtwMW1oexFFXGA,Janalee,24,3
88Z1DbloWrT7g8GA5qOrng,Renato,12,0
6Mhbp06FEhD9uxUGCCUmKA,Liz,20,0
kD_viLHnr_-VMxxB1XSqEQ,Madelin,3,0
DKnsz2rmUkAs0jZ7Qd61WA,Stephanie,89,2
fKXohnXgbxNEVgsAwpl9_w,Tasha,659,106
gFmc60oVWjSV3c_gQ18iCA,Lindsay,17,1
8cxmVeyVKasX1IKkTWaa2Q,Bridget,25,0
8O1XIBttSOjt2xMKfOpgdA,Candace,43,2
BnbMqjfhMJDjyeQUjVB79Q,Amber,15,0
z1z8fZ-NS1uomgoRkuFOpw,Jen,350,10
k9rIAkr_3QpFRlTgIXJAGw,Michele,643,54
lYF13fJe1_6sbwjeOKUxfg,Bianca,22,0
PRelLZgAV2hcRMln94GfQQ,Alyssa,6,1
rfayOeIExQVF2pnuXkC_7Q,Shruti,21,1
C0ipViBez_Dd5DUNOcvbPg,Wendy,207,37
rLbl3cZ2iZge3I_YUwrZLA,Carmen,38,0
mSYP1p0A2amJxVMcYuGOmg,Laura,7,0
MkdMT3IducUfVowu3Ewl6A,Jamie,7,0
n9wVtUofhFMCycI7OEu8rQ,Tara,79,13
UBOeYsQgpUaHjYUVEQvtyQ,Isabel,281,13
-pwvrcd7TGulm0tJeQzHRg,Shannon,101,4
5iVZHdzZJhCRe82PjaXUxg,Lisa,22,1
RpzshOkUKs0Ott25TmXByA,Colette,20,0
oOhvBsdE3uj7sYaIO4O80Q,Dakota,7,0
sDVTx4pZk1QuEa4jVqSn3w,Michelle,248,31
6L0MKrU6cK18dZV1bS-TBw,Amber,1,0
vExCG5FdmEZWR3kQdI-Dyw,Khryss,4,0
w8JDUxW3_ojWhb7xpu8ZLw,Linda,10,0
O9Dbdo2LZut3e8VqIY9gtg,Jil,216,19
GPr3YVHrEc4C8bajeId4yg,Magda,31,0
_9_ZxYABzZqMboWKLujGuQ,Heather,15,2
onqtaT9jzCU6aAnO3K-u-Q,Kelley,45,0
w0IZ2yuJVWq156DVEByRhQ,Jenny,69,3
zKyJhBKw9cnPvAWK8wseew,Anne,45,4
Asz8ISAKP4Aka8Ro8iP9Uw,Alex,223,33
OeQu85mkX5JAqM9-nF16Jw,Deborah,81,0
PLuYwY54djUOBPyZrQMkXw,Samantha,61,2
EyuoVNkFlHs4efX8Y_DIvw,Stacey,12,1
SFxZxk-Orqf5i_1yKQHfZg,Deborah,84,5
VFU99_wPtZ2uUyD32fIwmQ,Jessica,8,0
4Rj5UwXgjDhxZcj5XgvHOA,Kelsey,9,0
gEDX04cRGT-vtASY3x8qsA,Barbra,22,3
N12E0C7jtFCrsfF1-bkgPA,Leigh,27,3
8_4-9e5FnxupbKn_QuQ5Pg,Sophia,7,0
IMrBCu7lei00U-AQ5NheNA,Sheila,162,62
36S3YhzsZK_KtUIE3tJJuw,Adrienne,22,2
njZ4R3YDG8QQC84joarNHg,Vicky,537,22
2BCRvWcd3QmcQRVg13yh2Q,Alicia,17,2
7fXSwKtsBqx7Jxx3O3Al5Q,Jennifer,40,1
d0XQdCDiLMCweiW9jHIDQg,Belinda,19,0
0blo2aq9416-sOP1DFBCUg,Elise,11,0
_xI-aqVpMRJoKUzd8L2-eQ,Dayli,16,6
a8RkR_-4CpfJ4wC-xe34HA,Dennis,37,0
B6h2gXF3AbZ-7pBCUyGR2w,Kearra,13,0
gCoqBYcUi4XiQVOQV6O5ng,Olivia,37,1
QLWFG50JkpQ03VIixPNbBw,Chris,55,2
0ly_H7eCBwVeLK85s0DoKA,Lindsay,24,2
ZxV0GKK5L_MIE8qWD-b21w,Corina,96,7
VCQybE-RWx7-Y4RQioyCRQ,Brianne,33,0
