user_id,compliment_id,counts
-5Slg5hO3useiypXYgZkGg,com-002,21
-5UfjFDodxnY2C19CaPoSw,com-002,0
-5UfjFDodxnY2C19CaPoSw,com-001,0
-5UfjFDodxnY2C19CaPoSw,com-003,0
-5UfjFDodxnY2C19CaPoSw,com-004,0
-5d5U2LOneW8OneWQ9z0uA,com-003,1
-5d5U2LOneW8OneWQ9z0uA,com-001,2
-5d5U2LOneW8OneWQ9z0uA,com-002,0
-5d5U2LOneW8OneWQ9z0uA,com-004,0
-5dioBSd667fd70-QGlPBQ,com-003,0
-5dioBSd667fd70-QGlPBQ,com-002,0
-5dioBSd667fd70-QGlPBQ,com-004,0
-5dioBSd667fd70-QGlPBQ,com-001,7
-5jcmyUaZZ5i5Q9MEh2itw,com-004,0
-5jcmyUaZZ5i5Q9MEh2itw,com-001,0
-5jcmyUaZZ5i5Q9MEh2itw,com-003,0
-5jcmyUaZZ5i5Q9MEh2itw,com-002,2
-68BWrQrBGEycifOnnd8Cw,com-004,0
-68BWrQrBGEycifOnnd8Cw,com-002,0
-68BWrQrBGEycifOnnd8Cw,com-001,0
-68BWrQrBGEycifOnnd8Cw,com-003,0
-6Fk7QmNWJDaDKwwcgS8PQ,com-003,113
-6Fk7QmNWJDaDKwwcgS8PQ,com-002,38
-6Fk7QmNWJDaDKwwcgS8PQ,com-001,163
-6Fk7QmNWJDaDKwwcgS8PQ,com-004,0
-6Hn6Qqxnf8EX9oRcomOng,com-003,1
-6Hn6Qqxnf8EX9oRcomOng,com-002,0
-6Hn6Qqxnf8EX9oRcomOng,com-004,0
-6Hn6Qqxnf8EX9oRcomOng,com-001,12
-6YHxNhkE2hcT-YGVqjI0Q,com-002,31
-6YHxNhkE2hcT-YGVqjI0Q,com-004,4
-6YHxNhkE2hcT-YGVqjI0Q,com-001,112
-6YHxNhkE2hcT-YGVqjI0Q,com-003,57
-6_36wpBrzWYEqf_fd80jA,com-003,0
-6_36wpBrzWYEqf_fd80jA,com-001,1
-6_36wpBrzWYEqf_fd80jA,com-002,0
-6_36wpBrzWYEqf_fd80jA,com-004,0
-6t8k0kLwEocvo70pUA7Ng,com-004,0
-6t8k0kLwEocvo70pUA7Ng,com-003,0
-6t8k0kLwEocvo70pUA7Ng,com-001,0
-6t8k0kLwEocvo70pUA7Ng,com-002,0
-71P2zgHQ1GtUTLyu8gPDg,com-004,0
-71P2zgHQ1GtUTLyu8gPDg,com-001,7
-71P2zgHQ1GtUTLyu8gPDg,com-003,3
-71P2zgHQ1GtUTLyu8gPDg,com-002,3
-77PfJbJu19Bil1R0YqcRw,com-003,3
-77PfJbJu19Bil1R0YqcRw,com-004,0
-77PfJbJu19Bil1R0YqcRw,com-001,19
-77PfJbJu19Bil1R0YqcRw,com-002,1
-7Ev6prjeWdQ4HqKPlBkpQ,com-001,0
-7Ev6prjeWdQ4HqKPlBkpQ,com-003,0
-7Ev6prjeWdQ4HqKPlBkpQ,com-004,0
-7Ev6prjeWdQ4HqKPlBkpQ,com-002,0
-7MCR4bw5i69END2E8JZ4A,com-001,19
-7MCR4bw5i69END2E8JZ4A,com-003,1
-7MCR4bw5i69END2E8JZ4A,com-002,0
-7MCR4bw5i69END2E8JZ4A,com-004,0
-7RhrWVn56B93CF9RnK1sw,com-002,20
-7RhrWVn56B93CF9RnK1sw,com-004,0
-7RhrWVn56B93CF9RnK1sw,com-001,1
-7RhrWVn56B93CF9RnK1sw,com-003,1
-7lE8YC33BYcu8UQ-BjoXw,com-004,0
-7lE8YC33BYcu8UQ-BjoXw,com-002,0
-7lE8YC33BYcu8UQ-BjoXw,com-003,0
-7lE8YC33BYcu8UQ-BjoXw,com-001,2
-8Y5jfqqukyFpnLIOhqOEQ,com-004,0
-8Y5jfqqukyFpnLIOhqOEQ,com-003,6
-8Y5jfqqukyFpnLIOhqOEQ,com-002,6
-8Y5jfqqukyFpnLIOhqOEQ,com-001,26
-9JVii1VAcYgN0mcS9D3Pg,com-001,0
-9JVii1VAcYgN0mcS9D3Pg,com-002,1
-9JVii1VAcYgN0mcS9D3Pg,com-004,0
-9JVii1VAcYgN0mcS9D3Pg,com-003,0
-Ado4oBAUYl6UWYfytAQ8w,com-004,0
-Ado4oBAUYl6UWYfytAQ8w,com-002,5
-Ado4oBAUYl6UWYfytAQ8w,com-001,3
-Ado4oBAUYl6UWYfytAQ8w,com-003,1
-Ao8oeRXGx3dziFbHyU_UA,com-001,3
-Ao8oeRXGx3dziFbHyU_UA,com-002,1
-Ao8oeRXGx3dziFbHyU_UA,com-003,2
-Ao8oeRXGx3dziFbHyU_UA,com-004,0
-AuJEI3Z5c0gqYhe_Sy3Mw,com-001,8
-AuJEI3Z5c0gqYhe_Sy3Mw,com-003,3
-AuJEI3Z5c0gqYhe_Sy3Mw,com-004,0
-AuJEI3Z5c0gqYhe_Sy3Mw,com-002,5
-B0h-48-CzCCVwqONZmm-w,com-003,0
-B0h-48-CzCCVwqONZmm-w,com-001,0
-B0h-48-CzCCVwqONZmm-w,com-004,0
-B0h-48-CzCCVwqONZmm-w,com-002,0
-BAweE8x3sOjTAWVDpIDhw,com-001,1
-BAweE8x3sOjTAWVDpIDhw,com-003,0
-BAweE8x3sOjTAWVDpIDhw,com-002,0
-BAweE8x3sOjTAWVDpIDhw,com-004,0
-BEoTieDXb6gKR_vOYFVCQ,com-003,0
-BEoTieDXb6gKR_vOYFVCQ,com-004,0
-BEoTieDXb6gKR_vOYFVCQ,com-001,0
-BEoTieDXb6gKR_vOYFVCQ,com-002,0
-BwECzbIPG4T-83X9EnHAw,com-001,15
-BwECzbIPG4T-83X9EnHAw,com-002,3
-BwECzbIPG4T-83X9EnHAw,com-003,0
-BwECzbIPG4T-83X9EnHAw,com-004,0
-CZ099rj-sQj8lHu1IlIBA,com-003,0
-CZ099rj-sQj8lHu1IlIBA,com-002,0
-CZ099rj-sQj8lHu1IlIBA,com-001,0
-CZ099rj-sQj8lHu1IlIBA,com-004,0
-Cm-ZDWCJqWe5Qy0ab659w,com-001,1
-Cm-ZDWCJqWe5Qy0ab659w,com-002,1
-Cm-ZDWCJqWe5Qy0ab659w,com-003,0
-Cm-ZDWCJqWe5Qy0ab659w,com-004,0
-DALRlc5xB4M8QgAd_BJnA,com-003,0
-DALRlc5xB4M8QgAd_BJnA,com-001,1
-DALRlc5xB4M8QgAd_BJnA,com-004,0
-DALRlc5xB4M8QgAd_BJnA,com-002,0
-DDNYPbAQWNfNg4acWNnDw,com-001,4
-DDNYPbAQWNfNg4acWNnDw,com-003,1
-DDNYPbAQWNfNg4acWNnDw,com-004,0
-DDNYPbAQWNfNg4acWNnDw,com-002,0
-DRa-_qyC7cWeK3-vYJ_8w,com-001,8
-DRa-_qyC7cWeK3-vYJ_8w,com-003,2
-DRa-_qyC7cWeK3-vYJ_8w,com-004,0
-DRa-_qyC7cWeK3-vYJ_8w,com-002,1
-DcOiwaQHP9NJ3U690vUdQ,com-003,0
-DcOiwaQHP9NJ3U690vUdQ,com-001,3
-DcOiwaQHP9NJ3U690vUdQ,com-004,0
-DcOiwaQHP9NJ3U690vUdQ,com-002,0
-DvdgyVCL8kJKG02uOkK4Q,com-003,5
-DvdgyVCL8kJKG02uOkK4Q,com-004,0
-DvdgyVCL8kJKG02uOkK4Q,com-001,26
-DvdgyVCL8kJKG02uOkK4Q,com-002,8
-DxLO1mpm0xYXRHelKbvYw,com-004,0
-DxLO1mpm0xYXRHelKbvYw,com-003,5
-DxLO1mpm0xYXRHelKbvYw,com-002,4
-DxLO1mpm0xYXRHelKbvYw,com-001,11
-E25-nkMSSL6Ft1HXaiuDA,com-002,0
-E25-nkMSSL6Ft1HXaiuDA,com-003,0
-E25-nkMSSL6Ft1HXaiuDA,com-004,0
-E25-nkMSSL6Ft1HXaiuDA,com-001,0
-ENw5WFgRi_lDnhciujh6Q,com-003,0
-ENw5WFgRi_lDnhciujh6Q,com-004,0
-ENw5WFgRi_lDnhciujh6Q,com-002,0
-ENw5WFgRi_lDnhciujh6Q,com-001,0
-FFgJuDZLmcZtrxDTRC7sg,com-003,0
-FFgJuDZLmcZtrxDTRC7sg,com-002,0
-FFgJuDZLmcZtrxDTRC7sg,com-004,0
-FFgJuDZLmcZtrxDTRC7sg,com-001,3
-FJKYy-20bvQ9aRlYeiSEA,com-002,0
-FJKYy-20bvQ9aRlYeiSEA,com-001,1
-FJKYy-20bvQ9aRlYeiSEA,com-003,0
-FJKYy-20bvQ9aRlYeiSEA,com-004,0
-GBvrV99VkQ-oYysGJZQrA,com-003,0
-GBvrV99VkQ-oYysGJZQrA,com-001,0
-GBvrV99VkQ-oYysGJZQrA,com-004,0
-GBvrV99VkQ-oYysGJZQrA,com-002,0
-GTl7bJUHFsVPfnRenwjng,com-003,16
-GTl7bJUHFsVPfnRenwjng,com-004,0
-GTl7bJUHFsVPfnRenwjng,com-001,16
-GTl7bJUHFsVPfnRenwjng,com-002,1
-GaEmb1YTm3Hf-k7UPxhbA,com-001,1
-GaEmb1YTm3Hf-k7UPxhbA,com-004,0
-GaEmb1YTm3Hf-k7UPxhbA,com-003,0
-GaEmb1YTm3Hf-k7UPxhbA,com-002,0
-GiIEIH2PLr_YjIkdzToKw,com-002,0
-GiIEIH2PLr_YjIkdzToKw,com-001,0
-GiIEIH2PLr_YjIkdzToKw,com-004,0
-GiIEIH2PLr_YjIkdzToKw,com-003,0
-H_uylSFEFL-r7VFc6OBCA,com-002,0
-H_uylSFEFL-r7VFc6OBCA,com-001,3
-H_uylSFEFL-r7VFc6OBCA,com-003,0
-H_uylSFEFL-r7VFc6OBCA,com-004,0
-I2SUdqwgY9O5rxmsD0kaw,com-002,0
-I2SUdqwgY9O5rxmsD0kaw,com-003,3
-I2SUdqwgY9O5rxmsD0kaw,com-001,18
-I2SUdqwgY9O5rxmsD0kaw,com-004,0
-ICAKod73SfEZ1PCpgMV5A,com-001,37
-ICAKod73SfEZ1PCpgMV5A,com-004,0
-ICAKod73SfEZ1PCpgMV5A,com-002,7
-ICAKod73SfEZ1PCpgMV5A,com-003,2
-INWOucytRGd0ns3-vQeuw,com-004,0
-INWOucytRGd0ns3-vQeuw,com-001,11
-INWOucytRGd0ns3-vQeuw,com-002,7
-INWOucytRGd0ns3-vQeuw,com-003,6
-JBA4yBlLM0pPpjqRRpNUA,com-002,2
-JBA4yBlLM0pPpjqRRpNUA,com-004,0
-JBA4yBlLM0pPpjqRRpNUA,com-001,35
-JBA4yBlLM0pPpjqRRpNUA,com-003,1
-J_Ej0_EJ3cTyFsqDaNL9g,com-002,7
-J_Ej0_EJ3cTyFsqDaNL9g,com-004,2
-J_Ej0_EJ3cTyFsqDaNL9g,com-001,70
-J_Ej0_EJ3cTyFsqDaNL9g,com-003,37
-KwHzuuEOw7_VdiJEwQLpg,com-002,14
-KwHzuuEOw7_VdiJEwQLpg,com-004,0
-KwHzuuEOw7_VdiJEwQLpg,com-003,15
-KwHzuuEOw7_VdiJEwQLpg,com-001,38
-LBWx5-3tutEdZFoIuoBMg,com-004,2
-LBWx5-3tutEdZFoIuoBMg,com-001,47
-LBWx5-3tutEdZFoIuoBMg,com-002,3
-LBWx5-3tutEdZFoIuoBMg,com-003,35
-LVSLa-2fKnTG7UzLCWWsw,com-001,0
-LVSLa-2fKnTG7UzLCWWsw,com-004,0
-LVSLa-2fKnTG7UzLCWWsw,com-002,0
-LVSLa-2fKnTG7UzLCWWsw,com-003,0
-LlE5R0qY56993eqfEa-Vg,com-001,0
-LlE5R0qY56993eqfEa-Vg,com-004,0
-LlE5R0qY56993eqfEa-Vg,com-003,0
-LlE5R0qY56993eqfEa-Vg,com-002,0
-M2ec7QjLK1NdrNjaN64og,com-001,8
-M2ec7QjLK1NdrNjaN64og,com-004,0
-M2ec7QjLK1NdrNjaN64og,com-002,1
-M2ec7QjLK1NdrNjaN64og,com-003,1
-MDA_WXpGyNwMVvhb1E6YA,com-002,6
-MDA_WXpGyNwMVvhb1E6YA,com-004,1
-MDA_WXpGyNwMVvhb1E6YA,com-003,3
-MDA_WXpGyNwMVvhb1E6YA,com-001,27
-MFnsVASqZRDKJgJeHf0UQ,com-004,0
-MFnsVASqZRDKJgJeHf0UQ,com-002,0
-MFnsVASqZRDKJgJeHf0UQ,com-003,2
-MFnsVASqZRDKJgJeHf0UQ,com-001,6
-N3gr5jyzIZAiX7siyjZkQ,com-003,0
-N3gr5jyzIZAiX7siyjZkQ,com-001,0
-N3gr5jyzIZAiX7siyjZkQ,com-004,0
-N3gr5jyzIZAiX7siyjZkQ,com-002,0
-NYWCzCKoejp6rA8cb-9dg,com-004,0
-NYWCzCKoejp6rA8cb-9dg,com-002,1
-NYWCzCKoejp6rA8cb-9dg,com-003,4
-NYWCzCKoejp6rA8cb-9dg,com-001,10
-NuWbSrmu6AztM27O2Czkg,com-004,0
-NuWbSrmu6AztM27O2Czkg,com-001,14
-NuWbSrmu6AztM27O2Czkg,com-002,6
-NuWbSrmu6AztM27O2Czkg,com-003,3
-O369__BMLxDj-_A1X103A,com-002,0
-O369__BMLxDj-_A1X103A,com-001,1
-O369__BMLxDj-_A1X103A,com-003,2
-O369__BMLxDj-_A1X103A,com-004,0
-OMxVXALee0XMiBl4I9nww,com-003,3
-OMxVXALee0XMiBl4I9nww,com-002,3
-OMxVXALee0XMiBl4I9nww,com-001,27
-OMxVXALee0XMiBl4I9nww,com-004,0
-OOq_cR-mpePWm5xX_1UYA,com-003,73
-OOq_cR-mpePWm5xX_1UYA,com-004,0
-OOq_cR-mpePWm5xX_1UYA,com-002,10
-OOq_cR-mpePWm5xX_1UYA,com-001,111
-OgLKvgdLAQqQdR6bEHbQw,com-004,0
-OgLKvgdLAQqQdR6bEHbQw,com-003,0
-OgLKvgdLAQqQdR6bEHbQw,com-002,0
-OgLKvgdLAQqQdR6bEHbQw,com-001,4
-OztqEoMecGxogO38Q5giA,com-002,0
-OztqEoMecGxogO38Q5giA,com-001,0
-OztqEoMecGxogO38Q5giA,com-004,0
-OztqEoMecGxogO38Q5giA,com-003,0
-PSib8d_vzwUuSS_Kpqq7w,com-003,0
-PSib8d_vzwUuSS_Kpqq7w,com-004,0
-PSib8d_vzwUuSS_Kpqq7w,com-002,0
-PSib8d_vzwUuSS_Kpqq7w,com-001,2
-PbckwhpSTBX4zpVZ9AUTw,com-004,0
-PbckwhpSTBX4zpVZ9AUTw,com-001,2
-PbckwhpSTBX4zpVZ9AUTw,com-003,0
-PbckwhpSTBX4zpVZ9AUTw,com-002,0
-PdAbc1vBc7pqoutB0KYEA,com-002,0
-PdAbc1vBc7pqoutB0KYEA,com-003,1
-PdAbc1vBc7pqoutB0KYEA,com-004,0
-PdAbc1vBc7pqoutB0KYEA,com-001,2
-PlwLZ4HLTaToV__hkASdw,com-001,1
-PlwLZ4HLTaToV__hkASdw,com-004,0
-PlwLZ4HLTaToV__hkASdw,com-002,0
-PlwLZ4HLTaToV__hkASdw,com-003,0
-Q49ejP1g13kVmdniFwNhg,com-002,0
-Q49ejP1g13kVmdniFwNhg,com-004,0
-Q49ejP1g13kVmdniFwNhg,com-003,0
-Q49ejP1g13kVmdniFwNhg,com-001,3
-QB2HbdAz0o5CFX8CE3FMA,com-002,1
-QB2HbdAz0o5CFX8CE3FMA,com-003,1
-QB2HbdAz0o5CFX8CE3FMA,com-001,1
-QB2HbdAz0o5CFX8CE3FMA,com-004,0
-QUYINtUKIBaEAZ2-mT9dA,com-004,1
-QUYINtUKIBaEAZ2-mT9dA,com-002,68
-QUYINtUKIBaEAZ2-mT9dA,com-001,321
-QUYINtUKIBaEAZ2-mT9dA,com-003,209
-Qg9qSfImRcsztTZx0UbYg,com-001,0
-Qg9qSfImRcsztTZx0UbYg,com-002,1
-Qg9qSfImRcsztTZx0UbYg,com-004,0
-Qg9qSfImRcsztTZx0UbYg,com-003,1
-Ramp-GX-yNnk_C331SAGQ,com-002,0
-Ramp-GX-yNnk_C331SAGQ,com-001,0
-Ramp-GX-yNnk_C331SAGQ,com-003,0
-Ramp-GX-yNnk_C331SAGQ,com-004,0
-SKyv5HsQHSxExWYI2zoJQ,com-003,0
-SKyv5HsQHSxExWYI2zoJQ,com-001,7
-SKyv5HsQHSxExWYI2zoJQ,com-002,1
-SKyv5HsQHSxExWYI2zoJQ,com-004,0
-SUOMbE_JR4agpS3W3CPrg,com-001,1
-SUOMbE_JR4agpS3W3CPrg,com-002,0
-SUOMbE_JR4agpS3W3CPrg,com-004,0
-SUOMbE_JR4agpS3W3CPrg,com-003,2
-SVT-bNZEKMd_5WW9f-uYQ,com-001,0
-SVT-bNZEKMd_5WW9f-uYQ,com-002,0
-SVT-bNZEKMd_5WW9f-uYQ,com-003,0
-SVT-bNZEKMd_5WW9f-uYQ,com-004,0
-SXFHoNllwCwqWUWPnvW5w,com-004,0
-SXFHoNllwCwqWUWPnvW5w,com-002,1
-SXFHoNllwCwqWUWPnvW5w,com-001,36
-SXFHoNllwCwqWUWPnvW5w,com-003,3
-SZw2QRYmpX2S_gz_9mf_Q,com-002,1
-SZw2QRYmpX2S_gz_9mf_Q,com-003,1
-SZw2QRYmpX2S_gz_9mf_Q,com-001,3
-SZw2QRYmpX2S_gz_9mf_Q,com-004,0
-U8pDtdfn8IaY9plyFkjlg,com-001,3
-U8pDtdfn8IaY9plyFkjlg,com-002,0
-U8pDtdfn8IaY9plyFkjlg,com-003,2
-U8pDtdfn8IaY9plyFkjlg,com-004,0
-UINTY6U2JlC77Kae1qocg,com-001,0
-UINTY6U2JlC77Kae1qocg,com-002,1
-UINTY6U2JlC77Kae1qocg,com-003,0
-UINTY6U2JlC77Kae1qocg,com-004,0
-UMe5DD3bghrv2oDgLg-cw,com-004,0
-UMe5DD3bghrv2oDgLg-cw,com-001,9
-UMe5DD3bghrv2oDgLg-cw,com-003,0
-UMe5DD3bghrv2oDgLg-cw,com-002,3
-UbCbGbN-ylcsvdu9Y-Qag,com-002,0
-UbCbGbN-ylcsvdu9Y-Qag,com-001,0
-UbCbGbN-ylcsvdu9Y-Qag,com-004,0
-UbCbGbN-ylcsvdu9Y-Qag,com-003,1
-UhIgGRol4LzlGowNRVfug,com-003,8
-UhIgGRol4LzlGowNRVfug,com-004,0
-UhIgGRol4LzlGowNRVfug,com-002,2
-UhIgGRol4LzlGowNRVfug,com-001,29
-VEtbIa3yjvCeQtFknf5dA,com-002,28
-VEtbIa3yjvCeQtFknf5dA,com-003,24
-VEtbIa3yjvCeQtFknf5dA,com-001,129
-VEtbIa3yjvCeQtFknf5dA,com-004,0
-VfsJVXjvvQtV_2hf3j58g,com-003,0
-VfsJVXjvvQtV_2hf3j58g,com-004,0
-VfsJVXjvvQtV_2hf3j58g,com-001,2
-VfsJVXjvvQtV_2hf3j58g,com-002,0
-VjcySeGUCMyf2V5aC8o1Q,com-001,5
-VjcySeGUCMyf2V5aC8o1Q,com-003,0
-VjcySeGUCMyf2V5aC8o1Q,com-002,0
-VjcySeGUCMyf2V5aC8o1Q,com-004,0
-W4qCERCdHW9yzg8fB3dyQ,com-002,1
-W4qCERCdHW9yzg8fB3dyQ,com-001,5
-W4qCERCdHW9yzg8fB3dyQ,com-003,1
-W4qCERCdHW9yzg8fB3dyQ,com-004,0
-WHG65cj9F5gJWkGILU45w,com-004,2
-WHG65cj9F5gJWkGILU45w,com-001,97
-WHG65cj9F5gJWkGILU45w,com-002,11
-WHG65cj9F5gJWkGILU45w,com-003,52
-Wtd1nuy8QYDOAgnbhphng,com-004,0
-Wtd1nuy8QYDOAgnbhphng,com-001,10
-Wtd1nuy8QYDOAgnbhphng,com-002,0
-Wtd1nuy8QYDOAgnbhphng,com-003,0
-Y0RShsiPvMiZTxacmmtIg,com-003,2
-Y0RShsiPvMiZTxacmmtIg,com-004,1
-Y0RShsiPvMiZTxacmmtIg,com-002,5
-Y0RShsiPvMiZTxacmmtIg,com-001,35
-YHffvIhF8z1GT_f4SZMow,com-002,0
-YHffvIhF8z1GT_f4SZMow,com-001,1
-YHffvIhF8z1GT_f4SZMow,com-003,0
-YHffvIhF8z1GT_f4SZMow,com-004,0
-YI314cxoNzUXMCil5QoHg,com-001,1
-YI314cxoNzUXMCil5QoHg,com-004,0
-YI314cxoNzUXMCil5QoHg,com-003,0
-YI314cxoNzUXMCil5QoHg,com-002,1
-YMIj-k3aswIS2forwFZ8A,com-004,0
-YMIj-k3aswIS2forwFZ8A,com-001,29
-YMIj-k3aswIS2forwFZ8A,com-003,2
-YMIj-k3aswIS2forwFZ8A,com-002,8
-YZ7F8thVLrN19Dg0NxSVw,com-003,0
-YZ7F8thVLrN19Dg0NxSVw,com-001,1
-YZ7F8thVLrN19Dg0NxSVw,com-002,0
-YZ7F8thVLrN19Dg0NxSVw,com-004,0
-YgTaRHPf2W52A5Vtd0cuQ,com-001,62
-YgTaRHPf2W52A5Vtd0cuQ,com-002,2
-YgTaRHPf2W52A5Vtd0cuQ,com-004,0
-YgTaRHPf2W52A5Vtd0cuQ,com-003,47
-Yo84KGu8IEJC5JwgWBXqQ,com-004,0
-Yo84KGu8IEJC5JwgWBXqQ,com-001,35
-Yo84KGu8IEJC5JwgWBXqQ,com-002,2
-Yo84KGu8IEJC5JwgWBXqQ,com-003,3
-YsUH-OxPxOeMTrriUkfMQ,com-004,0
-YsUH-OxPxOeMTrriUkfMQ,com-002,2
-YsUH-OxPxOeMTrriUkfMQ,com-003,0
-YsUH-OxPxOeMTrriUkfMQ,com-001,3
-Z0sObKl4xQvJvpj7ftQ2A,com-003,0
-Z0sObKl4xQvJvpj7ftQ2A,com-002,0
-Z0sObKl4xQvJvpj7ftQ2A,com-001,0
-Z0sObKl4xQvJvpj7ftQ2A,com-004,0
-Z7CI7cvz5oRf6Qjy_cleQ,com-002,7
-Z7CI7cvz5oRf6Qjy_cleQ,com-003,5
-Z7CI7cvz5oRf6Qjy_cleQ,com-004,0
-Z7CI7cvz5oRf6Qjy_cleQ,com-001,17
-ZPu83PWIGvu86qjXuwR_w,com-003,1
-ZPu83PWIGvu86qjXuwR_w,com-001,4
-ZPu83PWIGvu86qjXuwR_w,com-004,0
-ZPu83PWIGvu86qjXuwR_w,com-002,0
-_9r0x4uniGZ6XHZpMf5gw,com-003,0
-_9r0x4uniGZ6XHZpMf5gw,com-001,0
-_9r0x4uniGZ6XHZpMf5gw,com-002,0
-_9r0x4uniGZ6XHZpMf5gw,com-004,0
-_C_VjQc24-YCUNFRxrX2Q,com-002,2
-_C_VjQc24-YCUNFRxrX2Q,com-001,10
-_C_VjQc24-YCUNFRxrX2Q,com-004,0
-_C_VjQc24-YCUNFRxrX2Q,com-003,3
-_M7qWHYu8Rd67mFpfWOJQ,com-004,0
-_M7qWHYu8Rd67mFpfWOJQ,com-002,0
-_M7qWHYu8Rd67mFpfWOJQ,com-001,1
-_M7qWHYu8Rd67mFpfWOJQ,com-003,0
-_i3KXni4vhPxY-MvXy0fg,com-004,0
-_i3KXni4vhPxY-MvXy0fg,com-002,0
-_i3KXni4vhPxY-MvXy0fg,com-001,3
-_i3KXni4vhPxY-MvXy0fg,com-003,2
-_oc7og-5i5vkVRIJCIrag,com-004,0
-_oc7og-5i5vkVRIJCIrag,com-002,6
-_oc7og-5i5vkVRIJCIrag,com-001,12
-_oc7og-5i5vkVRIJCIrag,com-003,8
-aJcnJxaIlVc3TLygWOD8Q,com-002,0
-aJcnJxaIlVc3TLygWOD8Q,com-003,0
-aJcnJxaIlVc3TLygWOD8Q,com-004,0
